Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01 00:00:00+05:30,294.0,295.1499938964844,291.54998779296875,294.54998779296875,291.58087158203125,829510
2020-01-02 00:00:00+05:30,294.5,298.29998779296875,294.1000061035156,296.1499938964844,293.1647644042969,1572279
2020-01-03 00:00:00+05:30,295.79998779296875,304.29998779296875,293.70001220703125,300.95001220703125,297.9163818359375,5147717
2020-01-06 00:00:00+05:30,301.0,301.0,285.04998779296875,288.20001220703125,285.2948913574219,4725262
2020-01-07 00:00:00+05:30,292.70001220703125,294.70001220703125,275.20001220703125,284.1499938964844,281.28570556640625,14775959
2020-01-08 00:00:00+05:30,282.0,286.1499938964844,279.1000061035156,283.0,280.1473388671875,2807790
2020-01-09 00:00:00+05:30,289.0,289.3999938964844,281.5,282.29998779296875,279.454345703125,2737162
2020-01-10 00:00:00+05:30,283.0,285.5,280.1499938964844,281.1000061035156,278.2664794921875,1984913
2020-01-13 00:00:00+05:30,283.45001220703125,285.54998779296875,281.1499938964844,283.8999938964844,281.0382385253906,1580164
2020-01-14 00:00:00+05:30,285.04998779296875,285.79998779296875,280.54998779296875,282.1000061035156,279.25640869140625,2441388
2020-01-15 00:00:00+05:30,282.79998779296875,284.29998779296875,279.54998779296875,281.54998779296875,278.7118835449219,2832670
2020-01-16 00:00:00+05:30,282.0,288.3999938964844,281.04998779296875,287.79998779296875,284.89892578125,3793695
2020-01-17 00:00:00+05:30,288.5,291.95001220703125,286.0,290.54998779296875,287.6211853027344,2989855
2020-01-20 00:00:00+05:30,292.5,294.6000061035156,288.5,292.04998779296875,289.1060791015625,2567355
2020-01-21 00:00:00+05:30,291.6000061035156,295.8999938964844,290.1000061035156,294.6499938964844,291.67987060546875,1876487
2020-01-22 00:00:00+05:30,295.54998779296875,297.0,290.1000061035156,292.6499938964844,289.7000427246094,2043331
2020-01-23 00:00:00+05:30,294.0,296.79998779296875,291.25,294.29998779296875,291.3333740234375,2503937
2020-01-24 00:00:00+05:30,288.0,296.29998779296875,282.45001220703125,294.3500061035156,291.3829345703125,8973074
2020-01-27 00:00:00+05:30,289.0,297.8999938964844,286.0,290.1000061035156,287.17572021484375,4281963
2020-01-28 00:00:00+05:30,290.1000061035156,292.5,286.25,288.6000061035156,285.6908874511719,2283893
2020-01-29 00:00:00+05:30,289.04998779296875,303.8999938964844,289.0,297.45001220703125,294.4516296386719,7779268
2020-01-30 00:00:00+05:30,296.8500061035156,299.79998779296875,293.0,295.3500061035156,292.372802734375,3150843
2020-01-31 00:00:00+05:30,295.5,298.70001220703125,290.6000061035156,294.3500061035156,291.3829345703125,1949668
2020-02-03 00:00:00+05:30,288.0,307.0,288.0,298.5,295.4910583496094,6391361
2020-02-04 00:00:00+05:30,300.3500061035156,301.5,279.0,290.1000061035156,287.17572021484375,12882529
2020-02-05 00:00:00+05:30,291.5,298.3500061035156,288.1000061035156,295.25,292.27386474609375,5284304
2020-02-06 00:00:00+05:30,295.5,301.0,293.8500061035156,295.54998779296875,292.57080078125,2786408
2020-02-07 00:00:00+05:30,295.45001220703125,311.5,294.0,308.8999938964844,305.7862243652344,4270700
2020-02-10 00:00:00+05:30,311.95001220703125,316.79998779296875,307.70001220703125,309.75,306.6276550292969,5937650
2020-02-11 00:00:00+05:30,311.0,312.8999938964844,302.75,305.8500061035156,302.7669982910156,4381088
2020-02-12 00:00:00+05:30,306.5,311.8999938964844,306.5,307.45001220703125,304.3508605957031,3311333
2020-02-13 00:00:00+05:30,308.0,309.75,305.3999938964844,307.04998779296875,303.95489501953125,1953998
2020-02-14 00:00:00+05:30,306.5,309.25,301.54998779296875,307.79998779296875,304.69732666015625,2119124
2020-02-17 00:00:00+05:30,309.04998779296875,311.5,302.29998779296875,303.1499938964844,300.09417724609375,3201093
2020-02-18 00:00:00+05:30,303.1000061035156,304.3999938964844,295.04998779296875,300.6499938964844,297.619384765625,3625458
2020-02-19 00:00:00+05:30,303.0,309.20001220703125,303.0,306.1000061035156,303.01446533203125,2287640
2020-02-20 00:00:00+05:30,305.95001220703125,319.0,305.79998779296875,315.04998779296875,311.87420654296875,6990659
2020-02-24 00:00:00+05:30,306.0,323.5,303.29998779296875,314.25,311.08233642578125,9992600
2020-02-25 00:00:00+05:30,315.0,315.70001220703125,295.6000061035156,303.8500061035156,300.7871398925781,10227070
2020-02-26 00:00:00+05:30,299.8999938964844,307.70001220703125,297.6499938964844,298.75,295.738525390625,4964185
2020-02-27 00:00:00+05:30,296.0,302.0,292.45001220703125,298.8999938964844,295.8870544433594,6122061
2020-02-28 00:00:00+05:30,292.45001220703125,294.8999938964844,285.0,286.8999938964844,284.00799560546875,5345967
2020-03-02 00:00:00+05:30,290.1000061035156,296.0,278.1499938964844,282.6499938964844,279.8008728027344,4391067
2020-03-03 00:00:00+05:30,286.0,307.0,285.29998779296875,304.0,300.9356384277344,5949680
