Date,Open,High,Low,Close,Adj Close,Volume
2021-12-14 00:00:00+05:30,300.0,307.5,282.7749938964844,291.7749938964844,279.3651123046875,27861900
2021-12-15 00:00:00+05:30,292.5,299.3999938964844,289.0,292.4750061035156,280.03533935546875,2675624
2021-12-16 00:00:00+05:30,293.0,297.25,283.04998779296875,285.45001220703125,273.3091125488281,1329736
2021-12-17 00:00:00+05:30,285.3999938964844,289.4750061035156,282.4750061035156,284.375,272.2798767089844,1328426
2021-12-20 00:00:00+05:30,277.5,280.32501220703125,271.29998779296875,275.7749938964844,264.0456237792969,1580508
2021-12-21 00:00:00+05:30,276.0,289.20001220703125,276.0,287.32501220703125,275.1044006347656,1143572
2021-12-22 00:00:00+05:30,285.0,294.4750061035156,285.0,290.25,277.9049987792969,605246
2021-12-23 00:00:00+05:30,290.25,293.5,285.0249938964844,288.04998779296875,275.7985534667969,410630
2021-12-24 00:00:00+05:30,287.04998779296875,288.6499938964844,282.79998779296875,285.70001220703125,273.54852294921875,296934
2021-12-27 00:00:00+05:30,281.54998779296875,286.4750061035156,281.54998779296875,285.7250061035156,273.5723876953125,437722
2021-12-28 00:00:00+05:30,286.0,289.0,283.5,286.0249938964844,273.85968017578125,471756
2021-12-29 00:00:00+05:30,285.04998779296875,301.0249938964844,284.1000061035156,291.57501220703125,279.173583984375,746858
2021-12-30 00:00:00+05:30,290.07501220703125,302.5,290.07501220703125,292.875,280.4183044433594,1274554
2021-12-31 00:00:00+05:30,293.9750061035156,303.0,292.5,294.25,281.73486328125,767782
2022-01-03 00:00:00+05:30,297.5,321.25,296.0249938964844,316.375,302.9188537597656,2246148
2022-01-04 00:00:00+05:30,314.8500061035156,327.0,309.17498779296875,319.8999938964844,306.2939147949219,1887950
2022-01-05 00:00:00+05:30,317.95001220703125,324.25,315.70001220703125,318.54998779296875,305.0012512207031,690644
2022-01-06 00:00:00+05:30,317.45001220703125,321.0,312.0,317.3500061035156,303.8523254394531,601348
2022-01-07 00:00:00+05:30,323.0,324.5,304.0,309.7250061035156,296.5516357421875,1898090
2022-01-10 00:00:00+05:30,305.04998779296875,322.20001220703125,298.5249938964844,314.6499938964844,301.26715087890625,2371310
2022-01-11 00:00:00+05:30,314.8500061035156,320.375,309.5,313.0,299.68731689453125,756918
2022-01-12 00:00:00+05:30,315.3500061035156,317.45001220703125,305.04998779296875,309.2250061035156,296.0728759765625,323374
2022-01-13 00:00:00+05:30,311.7250061035156,313.95001220703125,306.8999938964844,309.95001220703125,296.7670593261719,706424
2022-01-14 00:00:00+05:30,311.95001220703125,314.5,308.2749938964844,311.4750061035156,298.2271728515625,332906
2022-01-17 00:00:00+05:30,314.25,319.0249938964844,308.04998779296875,309.5,296.3362121582031,538240
