Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01 00:00:00+05:30,27.049999237060547,27.899999618530273,26.850000381469727,27.649999618530273,26.58070182800293,256777
2020-01-02 00:00:00+05:30,27.350000381469727,28.850000381469727,27.350000381469727,28.200000762939453,27.109432220458984,614479
2020-01-03 00:00:00+05:30,28.200000762939453,28.899999618530273,28.049999237060547,28.299999237060547,27.205562591552734,313508
2020-01-06 00:00:00+05:30,28.100000381469727,28.100000381469727,26.75,27.149999618530273,26.100038528442383,233966
2020-01-07 00:00:00+05:30,27.399999618530273,27.75,26.799999237060547,27.149999618530273,26.100038528442383,851558
2020-01-08 00:00:00+05:30,26.5,27.200000762939453,26.5,26.950000762939453,25.907773971557617,155637
2020-01-09 00:00:00+05:30,27.049999237060547,27.600000381469727,27.0,27.299999237060547,26.24423599243164,186409
2020-01-10 00:00:00+05:30,27.600000381469727,28.899999618530273,27.350000381469727,27.700000762939453,26.62877082824707,498881
2020-01-13 00:00:00+05:30,28.100000381469727,28.5,27.700000762939453,28.100000381469727,27.0132999420166,338826
2020-01-14 00:00:00+05:30,28.149999618530273,28.700000762939453,27.75,28.350000381469727,27.253631591796875,527650
2020-01-15 00:00:00+05:30,28.299999237060547,28.5,28.0,28.299999237060547,27.205562591552734,830024
2020-01-16 00:00:00+05:30,28.350000381469727,29.299999237060547,28.149999618530273,28.299999237060547,27.205562591552734,1125720
2020-01-17 00:00:00+05:30,28.299999237060547,28.799999237060547,27.549999237060547,27.75,26.676834106445312,292275
2020-01-20 00:00:00+05:30,27.950000762939453,27.950000762939453,26.299999237060547,26.600000381469727,25.571308135986328,540703
2020-01-21 00:00:00+05:30,26.75,26.950000762939453,26.350000381469727,26.5,25.475175857543945,556854
2020-01-22 00:00:00+05:30,25.850000381469727,26.600000381469727,25.700000762939453,25.850000381469727,24.850313186645508,836275
2020-01-23 00:00:00+05:30,26.0,26.5,25.649999618530273,26.299999237060547,25.282909393310547,526890
2020-01-24 00:00:00+05:30,26.299999237060547,26.5,25.75,25.950000762939453,24.94644546508789,239851
2020-01-27 00:00:00+05:30,25.950000762939453,26.600000381469727,25.899999618530273,26.0,24.9945125579834,168870
2020-01-28 00:00:00+05:30,26.0,26.200000762939453,25.350000381469727,25.399999618530273,24.41771697998047,206895
2020-01-29 00:00:00+05:30,25.799999237060547,26.950000762939453,25.5,26.25,25.234844207763672,195027
2020-01-30 00:00:00+05:30,26.0,26.25,25.649999618530273,25.899999618530273,24.898380279541016,134681
2020-01-31 00:00:00+05:30,25.950000762939453,26.25,25.049999237060547,25.5,24.51384735107422,191168
2020-02-03 00:00:00+05:30,25.100000381469727,25.600000381469727,24.149999618530273,25.100000381469727,24.12932014465332,205843
